Periodo,F1_Score,Accuracy,Precision,Recall,Best_Params
2020-31,0.7912087912087913,0.8571428571428571,0.8571428571428571,1.0,"{'selectk__k': 6, 'clf__splitter': 'best', 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'gini', 'clf__class_weight': None, 'clf__ccp_alpha': 0.01}"
2020-33,0.9151260504201681,0.9428571428571428,0.9428571428571428,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2020-34,1.0,1.0,1.0,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2020-35,0.7912087912087912,0.8571428571428571,0.8571428571428571,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2020-36,0.3333333333333333,0.5,0.5,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2020-37,0.8526315789473683,0.9,0.9,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2020-39,0.9617049617049617,0.9743589743589743,0.9743589743589743,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2020-40,0.8366013071895425,0.8888888888888888,0.8888888888888888,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2020-41,0.3333333333333333,0.5,0.5,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2020-42,0.8658008658008658,0.9090909090909091,0.9090909090909091,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
